 Query_sequence	HMM_Name	Significance_Evalue	Score
0000355059	PF13950.1	3.3e-18	64.8
0000350116	PF13950.1	1e-16	60.0
0000359193	PF13953.1	3.6e-25	86.8
0000358322	PF13980.1	4.8e-34	115.4
0000358029	PF13991.1	1.6e-36	123.3
0000355354	PF14031.1	2.5e-20	71.9
0000357465	PF14057.1	9.6e-193	638.6
0000352859	3.4.21.19_6	7.7e-13	47.7
0000351876	TIGR02385	1.3e-11	44.0
0000356360	TIGR02771	8.1e-11	40.9
0000358703	TIGR01593	6.2e-29	99.6
0000354412	TIGR01593	2.8e-23	81.4
0000356592	TIGR01593	3.9e-14	51.8
0000269559	K03699_483	2.1e-132	440.9
0000265412	K03699_483	3.6e-114	380.8
0000260859	K03699_483	1.9e-100	335.5
0000266645	K03699_483	2.9e-87	292.1
0000261158	K03699_483	4.2e-85	285.0
0000265134	K03699_483	1.6e-74	250.2
0000267301	K03699_483	3.2e-60	203.0
0000263164	K03699_483	3e-27	94.4
0000264636	K06972_355	9.1e-299	992.7
0000269443	K06972_355	6.4e-291	966.7
0000264459	K06972_355	4e-22	77.0
0000265290	K06972_355	2.5e-16	57.8
0000262253	K06972_355	1.4e-13	48.7
0000265810	K10815_8	9.2e-20	69.5
0000268908	K10815_8	4.6e-12	44.2
0000260329	K10816_8	2.1e-20	71.8
0000265809	K10816_8	7e-16	57.0
0000267316	K11022_5	1.2e-35	121.1
0000265966	K11041_146	7.4e-94	313.4
0000262320	K11059_3	1.8e-13	48.8
0000269270	K11060_3	1.7e-27	95.3
0000262320	K11060_3	3e-15	54.9
0000262015	K11060_3	1.9e-14	52.2
0000263133	K11060_3	1.1e-13	49.7
0000266131	K11060_3	6.1e-12	44.0
0000263380	K11060_3	9.7e-12	43.3
0000262320	K11062_2	7.4e-35	119.5
0000269270	K11062_2	1.5e-24	85.4
0000267224	K11062_2	2.2e-23	81.6
0000263118	K11062_2	1.5e-21	75.5
0000266593	K11062_2	1.4e-17	62.4
0000261761	K11063_6	4.2e-27	92.7
0000261756	K11063_6	2.1e-19	67.2
0000261779	K11063_6	2.6e-19	66.9
0000269043	K11063_6	1.6e-18	64.3
0000266395	K11063_6	1.4e-14	51.2
0000264817	K11068_1278_95_625	1.5e-68	229.6
0000268111	K11068_1278_95_625	1.3e-59	200.3
0000260711	K12340_892	2.3e-64	216.9
0000262003	K12340_892	5e-48	163.0
0000261063	K12340_892	8.8e-48	162.2
0000260170	K12340_892	8.7e-44	149.1
0000266107	K12340_892	2.5e-13	48.7
0000267347	PF00267.16	1.9e-38	132.0
0000266228	PF00652.17	5.1e-15	55.0
0000264300	PF00675.15	1.2e-17	63.5
0000262253	PF00675.15	1.4e-14	53.5
0000265290	PF00675.15	1.8e-14	53.1
0000265255	PF00717.18	4.2e-19	67.4
0000268744	PF00717.18	6e-18	63.7
0000264169	PF00717.18	3.5e-17	61.2
0000263858	PF00717.18	5.5e-17	60.6
0000264279	PF00717.18	2e-16	58.8
0000260948	PF00717.18	2.1e-16	58.7
0000260449	PF00717.18	2.2e-16	58.7
0000264278	PF00717.18	3.4e-15	54.8
0000264761	PF00717.18	1.2e-13	49.9
0000266340	PF00717.18	5.6e-13	47.7
0000260408	PF00717.18	1.1e-12	46.8
0000265081	PF00717.18	1.4e-11	43.3
0000263792	PF00801.15	3.1e-13	48.7
0000260171	PF00873.14	0	1071.1
0000261065	PF00873.14	7.9e-260	863.9
0000265382	PF00873.14	4.7e-233	775.2
0000265994	PF00873.14	4e-197	656.3
0000261226	PF00873.14	2.7e-134	448.3
0000261225	PF00873.14	5.8e-124	414.1
0000261531	PF00873.14	7.6e-111	370.6
0000266105	PF00873.14	1.6e-81	273.5
0000264293	PF00881.19	9.1e-32	109.5
0000267890	PF00881.19	4.7e-30	104.0
0000268913	PF00881.19	7.7e-30	103.3
0000265468	PF00881.19	8.6e-30	103.1
0000266776	PF00881.19	2.2e-28	98.5
0000260667	PF00881.19	1.1e-26	93.0
0000266894	PF00881.19	6.9e-26	90.4
0000263286	PF00881.19	7.8e-15	54.5
0000261201	PF00882.13	3e-17	62.1
0000264981	PF00903.20	2.4e-18	65.7
0000262735	PF00903.20	4.1e-17	61.8
0000260493	PF00903.20	5.6e-13	48.4
0000268361	PF00903.20	9.9e-11	41.1
0000264488	PF01325.14	2.6e-16	58.7
0000269735	PF01325.14	1.8e-15	56.0
0000265502	PF01325.14	4.9e-12	45.0
0000260053	PF01325.14	7e-12	44.5
0000263936	PF01325.14	1.5e-11	43.4
0000265905	PF01325.14	8.4e-11	41.1
0000261761	PF01473.15	3.6e-55	180.7
0000261779	PF01473.15	8.3e-41	135.4
0000266395	PF01473.15	7.5e-30	100.9
0000266939	PF01473.15	8.5e-18	62.9
0000262531	PF01636.18	2.3e-35	121.8
0000263527	PF01636.18	6.8e-20	71.2
0000261780	PF01636.18	3.7e-19	68.8
0000265166	PF01636.18	2.7e-13	49.6
0000260658	PF01885.11	1.3e-51	174.0
0000267524	PF01909.18	2.8e-14	52.6
0000266322	PF02452.12	2.2e-32	110.9
0000261714	PF02452.12	1.6e-31	108.2
0000263815	PF02452.12	3.3e-22	78.2
0000264488	PF02742.10	3e-31	106.3
0000269735	PF02742.10	1.4e-17	62.5
0000263936	PF02742.10	3.4e-16	58.1
0000260053	PF02742.10	1.8e-14	52.5
0000265905	PF02742.10	2.8e-14	52.0
0000265502	PF02742.10	8.4e-12	44.0
0000263289	PF02794.11	6.5e-32	109.3
0000260795	PF03212.9	1.7e-21	75.6
0000260448	PF03372.18	4.6e-23	81.8
0000261356	PF03372.18	1.4e-19	70.4
0000269146	PF03372.18	5e-14	52.2
0000265455	PF03372.18	3.1e-13	49.7
0000268171	PF03837.9	5.1e-47	159.1
0000265847	PF04221.7	1e-17	63.1
0000267575	PF04221.7	2.7e-16	58.5
0000263891	PF04221.7	3.5e-16	58.1
0000269332	PF04221.7	2.6e-15	55.3
0000262095	PF04488.10	1.5e-14	53.6
0000262380	PF04488.10	2e-13	50.0
0000262165	PF04488.10	2.1e-13	49.9
0000267491	PF05016.9	3.2e-14	52.5
0000268433	PF05016.9	5.1e-14	51.8
0000269333	PF05016.9	4.5e-12	45.6
0000265894	PF05016.9	5.3e-12	45.4
0000267574	PF05016.9	8.8e-11	41.5
0000261846	PF05105.7	3.6e-28	97.0
0000263119	PF05105.7	2e-22	78.5
0000264301	PF05193.16	2.1e-26	92.1
0000269443	PF05193.16	1.6e-20	73.0
0000262254	PF05193.16	5.9e-20	71.1
0000265289	PF05193.16	1.1e-19	70.2
0000264636	PF05193.16	3.8e-19	68.5
0000265290	PF05193.16	4.8e-18	64.9
0000264300	PF05193.16	5.9e-14	51.5
0000264827	PF05193.16	5.9e-12	45.0
0000265576	PF06414.7	2.1e-28	98.2
0000264712	PF06958.7	6.6e-23	81.0
0000266050	PF07362.7	6.6e-28	95.8
0000266808	PF07883.6	2.3e-15	55.2
0000268200	PF07883.6	8.3e-15	53.5
0000265829	PF07883.6	9.7e-15	53.2
0000268078	PF07883.6	6.7e-12	44.1
0000267236	PF07883.6	7.5e-12	44.0
0000261095	PF07883.6	2e-11	42.6
0000264636	PF08367.6	1.8e-64	216.4
0000269443	PF08367.6	1.1e-63	213.7
0000267022	PF13091.1	5.1e-27	93.5
0000269061	PF13091.1	5.4e-26	90.2
0000263588	PF13091.1	6.6e-20	70.5
0000265767	PF13091.1	2.6e-19	68.6
0000268163	PF13091.1	4.9e-19	67.7
0000263016	PF13091.1	1.9e-16	59.3
0000269616	PF13091.1	1.2e-14	53.6
0000269239	PF13091.1	3.6e-12	45.5
0000268284	PF13091.1	9.2e-12	44.2
0000260606	PF13941.1	2.7e-133	444.0
0000263954	PF13950.1	1.3e-33	114.2
0000267665	PF13950.1	3.8e-33	112.6
0000264225	PF13950.1	8.4e-19	66.7
0000261079	PF13953.1	1.5e-23	81.6
0000260798	PF13953.1	1.3e-18	65.8
0000261067	PF13953.1	3.4e-17	61.2
0000261105	PF13953.1	7.7e-16	56.9
0000261079	PF13954.1	1.9e-42	143.7
0000261067	PF13954.1	1.8e-33	114.6
0000261105	PF13954.1	3e-32	110.6
0000260798	PF13954.1	3.1e-30	104.1
0000264099	PF13958.1	6.5e-34	116.3
0000266613	PF14045.1	4.7e-112	372.7
0000266614	PF14045.1	3e-109	363.5
0000264883	PF14057.1	7.5e-194	642.2
0000268770	PF14057.1	5.9e-15	54.3
0000269712	PF14058.1	1.2e-53	180.4
0000268731	PF14058.1	1.3e-33	115.5
0000263066	PF15607.1	7.1e-25	86.6
0000265754	PF15636.1	2.5e-18	64.9
0000260125	TIGR02116	5.1e-31	105.8
0000261846	TIGR01593	7e-26	89.8
0000263119	TIGR01593	1.5e-16	59.6
0000054282	K01186_172	9.4e-103	343.3
0000055359	K01186_172	8.5e-22	76.9
0000054281	K01197_243	5e-13	47.5
0000053346	K03699_483	1.7e-131	437.9
0000050985	K03699_483	2.9e-65	219.6
0000054100	K03699_483	3.4e-24	84.3
0000059276	K06972_355	5.9e-200	665.6
0000051855	K06972_355	3.5e-20	70.6
0000057697	K06972_355	1.1e-18	65.6
0000058622	K06972_355	1.4e-17	62.0
0000055349	K06972_355	1.3e-16	58.8
0000051511	K10815_8	2.3e-23	81.4
0000054743	K10815_8	1.5e-22	78.8
0000054742	K10816_8	9.7e-17	59.8
0000051512	K10816_8	2.8e-14	51.7
0000056191	K11016_57	8.8e-15	52.5
0000058289	K11021_124	2.3e-13	48.4
0000058293	K11021_124	4.8e-13	47.3
0000056999	K11021_124	4.9e-13	47.2
0000059227	K11022_5	2.8e-16	58.9
0000055626	K11059_3	6.3e-20	70.1
0000055626	K11060_3	7.4e-44	149.3
0000053565	K11060_3	2.4e-26	91.5
0000055822	K11060_3	1.4e-21	75.8
0000055625	K11060_3	6.9e-19	66.9
0000059763	K11060_3	2.2e-18	65.3
0000057212	K11060_3	2.8e-15	55.0
0000055655	K11060_3	8.3e-14	50.1
0000059686	K11060_3	8.8e-14	50.0
0000056786	K11060_3	2.4e-13	48.6
0000053750	K11060_3	1e-12	46.5
0000056785	K11060_3	1.1e-11	43.1
0000057139	K11060_3	1.6e-11	42.6
0000055626	K11061_2	8.4e-13	46.4
0000055626	K11062_2	6e-29	100.0
0000057871	K11062_2	7.3e-16	56.8
0000053565	K11062_2	2.6e-14	51.7
0000059159	K11062_2	4e-14	51.0
0000055822	K11062_2	6.5e-13	47.0
0000055655	K11062_2	1.3e-12	46.0
0000059187	K11063_6	2.1e-72	243.0
0000050470	K11063_6	5.3e-32	109.0
0000050889	K11063_6	7.2e-25	85.3
0000059182	K11063_6	1.5e-21	74.3
0000051951	K11063_6	2.6e-18	63.5
0000050993	K11063_6	4.2e-16	56.2
0000056946	K11063_6	1.5e-15	54.4
0000057097	K11063_6	1.4e-13	47.9
0000058488	K11063_6	1e-11	41.7
0000055829	K11068_1278_95_625	1e-68	230.1
0000059056	K11068_1278_95_625	1.2e-65	220.1
0000057636	K11068_1278_95_625	1e-55	187.6
0000057907	K11068_1278_95_625	9.7e-41	138.6
0000057561	K12340_892	5.9e-89	297.9
0000055572	K12340_892	7e-59	198.8
0000055540	K12340_892	1.8e-28	98.6
0000055604	K12340_892	7.6e-13	47.1
0000056191	K15125_378	2.8e-146	488.2
0000058391	PF00267.16	5.6e-111	370.4
0000055955	PF00652.17	1.4e-14	53.6
0000051612	PF00652.17	8.7e-11	41.3
0000055349	PF00675.15	1.9e-38	131.0
0000051855	PF00675.15	1e-35	122.1
0000057697	PF00675.15	2e-22	79.0
0000058622	PF00675.15	4.7e-18	64.8
0000053579	PF00675.15	2.1e-15	56.2
0000050741	PF00675.15	4.5e-15	55.1
0000059109	PF00717.18	1e-17	62.9
0000058789	PF00717.18	4.2e-17	61.0
0000052812	PF00717.18	2.8e-16	58.3
0000058390	PF00717.18	1.3e-15	56.1
0000056690	PF00717.18	1.1e-14	53.2
0000056071	PF00717.18	1.3e-14	52.9
0000056691	PF00717.18	1e-13	50.1
0000051262	PF00717.18	1.6e-11	43.1
0000051850	PF00801.15	1.8e-13	49.4
0000052104	PF00801.15	1e-10	40.6
0000051195	PF00873.14	5e-209	695.7
0000055571	PF00873.14	3.5e-149	497.6
0000057326	PF00873.14	3e-123	411.7
0000055883	PF00873.14	2.2e-97	326.0
0000056884	PF00873.14	5.2e-97	324.8
0000056159	PF00873.14	6.6e-33	112.6
0000057987	PF00881.19	1.5e-33	115.3
0000050263	PF00881.19	1.6e-32	112.0
0000054046	PF00881.19	2.3e-31	108.3
0000050274	PF00881.19	4e-28	97.7
0000053495	PF00881.19	9.3e-28	96.5
0000056790	PF00881.19	1.1e-27	96.2
0000055052	PF00881.19	1.8e-24	85.8
0000059085	PF00881.19	1.9e-24	85.7
0000050593	PF00881.19	1.5e-17	63.3
0000055783	PF00881.19	5.3e-15	55.0
0000057383	PF00882.13	9.4e-14	50.8
0000050718	PF00882.13	2.7e-13	49.3
0000050799	PF00903.20	1e-18	66.9
0000058920	PF00903.20	4e-16	58.6
0000058925	PF00903.20	1.1e-15	57.1
0000051043	PF00903.20	3.9e-14	52.1
0000059687	PF00903.20	1.4e-11	43.9
0000058382	PF00903.20	1e-10	41.1
0000056335	PF01325.14	1.3e-11	43.7
0000057761	PF01325.14	2.2e-11	42.9
0000056258	PF01325.14	6.5e-11	41.4
0000059187	PF01473.15	5e-97	312.6
0000050470	PF01473.15	2.2e-53	175.1
0000050889	PF01473.15	4.4e-50	164.6
0000050993	PF01473.15	2e-49	162.6
0000059182	PF01473.15	5.8e-23	79.2
0000058488	PF01473.15	1.2e-17	62.4
0000058681	PF01473.15	1.4e-14	52.7
0000053121	PF01473.15	6.4e-13	47.5
0000056946	PF01473.15	1.3e-11	43.4
0000054506	PF01636.18	2.6e-23	82.4
0000055475	PF01636.18	2.9e-17	62.6
0000059712	PF01636.18	7.4e-15	54.7
0000055161	PF01636.18	1.3e-11	44.1
0000057389	PF01909.18	1.8e-11	43.6
0000056578	PF01909.18	5.1e-11	42.1
0000056372	PF01909.18	7.5e-11	41.6
0000052274	PF02452.12	1.2e-28	98.9
0000056268	PF02452.12	1.8e-28	98.4
0000051181	PF02452.12	1.6e-27	95.3
0000059328	PF02452.12	2.4e-13	49.6
0000056258	PF02742.10	4.5e-15	54.5
0000057761	PF02742.10	8e-14	50.5
0000056335	PF02742.10	3.8e-13	48.3
0000055980	PF03372.18	7.9e-26	90.9
0000059335	PF03372.18	2.2e-25	89.4
0000057743	PF03372.18	1.7e-19	70.1
0000052524	PF03372.18	8.4e-18	64.6
0000059748	PF03372.18	3.3e-17	62.7
0000051817	PF03372.18	1.1e-15	57.6
0000054731	PF03372.18	9.2e-15	54.6
0000055806	PF03372.18	8.3e-14	51.5
0000056931	PF03372.18	1.6e-12	47.3
0000052960	PF04221.7	6.9e-18	63.6
0000054678	PF04221.7	3.5e-16	58.1
0000059704	PF04221.7	3.7e-16	58.1
0000058485	PF04221.7	5.2e-16	57.6
0000052399	PF04221.7	3.3e-13	48.6
0000059476	PF04221.7	1.2e-12	46.7
0000059732	PF04221.7	3.2e-11	42.2
0000052757	PF05016.9	1.6e-10	40.6
0000051311	PF05105.7	7.6e-33	112.1
0000054497	PF05105.7	5.2e-27	93.3
0000055667	PF05105.7	4.1e-23	80.7
0000055349	PF05193.16	5.4e-38	129.9
0000051855	PF05193.16	3.9e-33	114.1
0000058622	PF05193.16	3.4e-30	104.5
0000057697	PF05193.16	6.7e-29	100.3
0000050741	PF05193.16	1.8e-20	72.8
0000053580	PF05193.16	1.9e-15	56.4
0000050740	PF05193.16	5e-15	55.1
0000059276	PF05193.16	1.2e-11	44.0
0000054399	PF05193.16	1.9e-11	43.4
0000056981	PF06414.7	1.6e-51	173.7
0000051864	PF06414.7	3.1e-13	48.7
0000054302	PF06414.7	2.5e-11	42.5
0000055609	PF07691.7	3.5e-13	48.8
0000058098	PF07883.6	5.1e-20	70.1
0000050517	PF07883.6	2.4e-19	68.0
0000055194	PF07883.6	1.5e-15	55.9
0000050370	PF07883.6	3.8e-15	54.5
0000057219	PF07883.6	9.1e-15	53.3
0000053956	PF07883.6	1.3e-14	52.8
0000055460	PF07883.6	1.1e-13	49.8
0000050400	PF07883.6	1.9e-13	49.1
0000050774	PF07883.6	2.4e-12	45.5
0000053045	PF07883.6	3.4e-12	45.1
0000054523	PF07883.6	8.1e-12	43.9
0000054251	PF07883.6	3.1e-11	42.0
0000056679	PF07883.6	1.1e-10	40.2
0000054059	PF07883.6	1.2e-10	40.1
0000059905	PF07927.7	1e-14	53.5
0000059276	PF08367.6	6.8e-17	60.5
0000059109	PF10502.4	1.1e-10	40.5
0000058198	PF13091.1	7.6e-33	112.3
0000052068	PF13091.1	3.1e-31	107.1
0000055283	PF13091.1	9.1e-29	99.2
0000054714	PF13091.1	2.8e-19	68.5
0000052799	PF13091.1	4.9e-19	67.7
0000059408	PF13091.1	7e-19	67.2
0000055171	PF13091.1	2.5e-12	46.0
0000057641	PF13517.1	2.1e-11	43.4
0000057778	PF13950.1	3.9e-33	112.6
0000058917	PF13950.1	1e-32	111.2
0000052254	PF13950.1	5.2e-32	109.0
0000053738	PF13950.1	3.9e-31	106.2
0000058929	PF13950.1	2.1e-29	100.6
0000056561	PF13950.1	5.4e-29	99.3
0000057437	PF13953.1	6.3e-19	66.8
0000057437	PF13954.1	6.3e-46	155.0
0000053152	PF13957.1	5.5e-34	115.7
0000058101	PF13977.1	6.7e-28	96.4
0000050588	PF13993.1	2.6e-42	142.2
0000055549	PF14031.1	4.2e-18	64.7
0000057067	PF14055.1	2.6e-21	74.5
0000056278	PF14057.1	1.7e-191	634.4
0000057579	PF14058.1	1.6e-45	154.1
0000053271	PF14058.1	6.7e-24	84.0
0000057070	PF14058.1	4.9e-23	81.2
0000055801	PF14058.1	2.7e-17	62.6
0000059730	TIGR02116	2.4e-24	84.5
0000054750	TIGR02116	7e-12	44.5
0000055783	TIGR03605	8.4e-42	141.7
0000051311	TIGR01593	1.2e-20	72.8
0000055667	TIGR01593	3e-17	61.9
0000054497	TIGR01593	2.3e-11	42.9
0000211124	K01114_780_95_420	1.4e-87	293.5
0000212945	K01197_243	4.6e-15	54.3
0000216073	K01197_243	7.2e-14	50.3
0000218347	K03699_483	5.6e-155	515.3
0000210263	K03699_483	2.5e-128	427.4
0000211358	K03699_483	1.3e-88	296.6
0000213935	K06972_355	4.7e-303	1006.9
0000211391	K06972_355	3.8e-297	987.3
0000215542	K06972_355	9.8e-290	962.8
0000213244	K06972_355	2.3e-250	832.5
0000210829	K06972_355	1.3e-242	806.8
0000217302	K10814_8	3.7e-14	51.7
0000217303	K10815_8	1.3e-23	82.3
0000213266	K10815_8	6e-17	60.3
0000214289	K10815_8	1.1e-16	59.4
0000219365	K10815_8	4.9e-15	53.9
0000210071	K10816_8	4.2e-19	67.6
0000214288	K10816_8	1.2e-18	66.1
0000217302	K10816_8	1.4e-16	59.2
0000219366	K10816_8	4.2e-15	54.4
0000215774	K10954_66	3.7e-16	58.9
0000217723	K11021_124	1.3e-20	72.4
0000217843	K11021_124	3.4e-20	70.9
0000217725	K11021_124	9.1e-17	59.6
0000217858	K11021_124	2.8e-16	58.0
0000216692	K11021_124	2.6e-14	51.5
0000217729	K11021_124	1.5e-11	42.3
0000219884	K11041_146	2.6e-96	321.4
0000210163	K11060_3	5.9e-28	96.8
0000217767	K11060_3	3.4e-24	84.4
0000219734	K11060_3	7.5e-14	50.3
0000217308	K11062_2	3e-30	104.3
0000219735	K11063_6	4.9e-35	119.0
0000215447	K11063_6	2.5e-32	110.1
0000214094	K11063_6	2.2e-23	80.4
0000214095	K11063_6	1.1e-18	64.8
0000210209	K11063_6	7.4e-15	52.1
0000218298	K11068_1278_95_625	3.5e-67	225.1
0000216772	K11068_1278_95_625	1.4e-61	206.8
0000216535	K11068_1278_95_625	8.4e-59	197.7
0000216323	K11068_1278_95_625	3.9e-54	182.5
0000212879	K12340_892	7.4e-102	340.4
0000217633	K12340_892	1.5e-96	322.9
0000217527	K12340_892	1.1e-59	201.5
0000211130	K12340_892	4.2e-45	153.4
0000211780	K12340_892	5.3e-41	139.9
0000219046	K12340_892	3.4e-11	41.7
0000215786	K12679_6	1.9e-93	313.1
0000218026	K00457_848_95_564	4.4e-102	341.1
0000212082	PF00652.17	1.9e-12	46.7
0000219240	PF00717.18	1.3e-18	65.8
0000218643	PF00717.18	1.3e-17	62.6
0000219238	PF00717.18	2.3e-17	61.8
0000213064	PF00717.18	1.5e-16	59.2
0000217136	PF00717.18	2.4e-15	55.3
0000215366	PF00717.18	2.5e-15	55.3
0000215809	PF00717.18	6e-15	54.1
0000212698	PF00717.18	1.7e-14	52.6
0000213410	PF00717.18	2.8e-14	51.9
0000218645	PF00717.18	3.5e-13	48.4
0000213409	PF00717.18	4.4e-13	48.1
0000216367	PF00717.18	1.1e-12	46.8
0000217843	PF00801.15	6.2e-14	50.9
0000210374	PF00801.15	1.3e-11	43.5
0000211132	PF00873.14	0	1125.3
0000216491	PF00873.14	3.4e-269	894.8
0000214296	PF00873.14	6.1e-174	579.5
0000218128	PF00873.14	4.6e-68	229.0
0000215946	PF00881.19	6.6e-33	113.3
0000215294	PF00881.19	1.4e-28	99.2
0000215309	PF00881.19	7.4e-27	93.6
0000218851	PF00881.19	1.2e-25	89.7
0000213509	PF00881.19	9e-24	83.5
0000213882	PF00881.19	1.4e-20	73.2
0000215490	PF00881.19	2.9e-17	62.4
0000217054	PF00903.20	2.2e-19	69.1
0000219073	PF00903.20	5.2e-17	61.4
0000216385	PF00903.20	4.4e-11	42.2
0000218179	PF00903.20	8.7e-11	41.3
0000211489	PF00903.20	1.7e-10	40.4
0000218026	PF00903.20	2e-10	40.1
0000213883	PF01325.14	2.1e-11	43.0
0000211045	PF01325.14	1.4e-10	40.4
0000215447	PF01473.15	3.5e-18	64.1
0000219735	PF01473.15	5.5e-15	54.0
0000216160	PF01473.15	1.1e-13	49.8
0000210209	PF01473.15	1.3e-11	43.3
0000215696	PF01636.18	9.9e-26	90.3
0000218478	PF01636.18	1.3e-23	83.4
0000217187	PF01636.18	2.7e-21	75.8
0000211248	PF01636.18	4.8e-17	61.9
0000218935	PF01636.18	1.1e-16	60.7
0000216404	PF01885.11	4e-51	172.4
0000210474	PF01909.18	8.7e-15	54.2
0000210291	PF01909.18	3.9e-12	45.7
0000215276	PF01909.18	2.2e-11	43.3
0000214621	PF02452.12	2.2e-31	107.7
0000211357	PF02452.12	9.2e-31	105.7
0000214927	PF02452.12	3.9e-30	103.7
0000215707	PF02452.12	1.1e-29	102.2
0000213883	PF02742.10	3e-14	51.9
0000212066	PF02742.10	3.5e-14	51.7
0000218323	PF03372.18	1.1e-27	96.9
0000210932	PF03372.18	5.5e-27	94.7
0000218172	PF03372.18	1.7e-25	89.8
0000214442	PF03372.18	1.1e-19	70.7
0000213901	PF03372.18	2.6e-16	59.7
0000215071	PF03372.18	1e-12	48.0
0000211743	PF03372.18	1.4e-12	47.5
0000217101	PF04221.7	1.8e-16	59.1
0000212485	PF05016.9	1e-13	50.8
0000214131	PF05016.9	3.2e-12	46.1
0000213822	PF05016.9	3.4e-12	46.0
0000216283	PF05105.7	1.6e-28	98.1
0000217309	PF05105.7	1.9e-20	72.1
0000211391	PF05193.16	5.5e-23	81.0
0000213935	PF05193.16	5.2e-21	74.5
0000215542	PF05193.16	3.6e-19	68.5
0000210829	PF05193.16	1.3e-14	53.7
0000213244	PF05193.16	6e-12	45.0
0000217686	PF07362.7	9.6e-28	95.3
0000217614	PF07883.6	1.1e-15	56.3
0000212469	PF07883.6	7.9e-14	50.3
0000212443	PF07883.6	3.2e-13	48.4
0000216685	PF07883.6	3.3e-13	48.3
0000219662	PF07883.6	1.5e-12	46.2
0000213998	PF07883.6	2e-12	45.8
0000212819	PF07883.6	8.1e-12	43.9
0000215040	PF07883.6	2.3e-11	42.4
0000213354	PF07883.6	7.8e-11	40.7
0000216992	PF07927.7	1.1e-16	59.8
0000211391	PF08367.6	7.5e-70	234.0
0000215542	PF08367.6	7.6e-62	207.8
0000213935	PF08367.6	3.8e-61	205.5
0000213244	PF08367.6	6.6e-50	168.7
0000210829	PF08367.6	3.4e-44	150.0
0000213410	PF10502.4	1.2e-14	53.4
0000213409	PF10502.4	2.2e-12	46.0
0000213064	PF10502.4	9.3e-11	40.8
0000211524	PF11647.3	5.7e-15	54.1
0000217450	PF13091.1	2.2e-19	68.8
0000214798	PF13091.1	3.9e-18	64.8
0000218632	PF13091.1	2.6e-13	49.2
0000215852	PF13091.1	3.4e-12	45.6
0000212423	PF13091.1	1.4e-10	40.3
0000214599	PF13517.1	5.9e-44	147.7
0000211103	PF13517.1	3.4e-22	78.0
0000214606	PF13941.1	1.6e-148	494.3
0000211250	PF13950.1	1.2e-31	107.9
0000215693	PF13950.1	3.6e-24	83.9
0000212378	PF13950.1	5.3e-20	70.5
0000216122	PF13950.1	2.7e-16	58.7
0000213843	PF13958.1	2.9e-51	172.7
0000219435	PF13964.1	9.4e-11	40.8
0000218592	PF14001.1	1.5e-33	114.3
0000213075	PF14055.1	1.5e-14	52.8
0000214117	PF14057.1	3.7e-195	646.5
0000215618	PF14058.1	8.2e-39	132.3
0000211014	PF14058.1	2.8e-35	120.9
0000217723	PF15652.1	1.4e-22	79.6
0000211007	TIGR00053	7.4e-22	76.9
0000218026	TIGR01263	6.1e-62	209.2
0000217100	TIGR02116	4.1e-25	86.9
0000211007	TIGR02385	5.4e-24	83.6
0000211124	TIGR03396	9.9e-34	115.8
0000216283	TIGR01593	6.5e-16	57.5
0000217309	TIGR01593	3.9e-14	51.8
0000271045	K01197_243	3.5e-169	562.4
0000277582	K03699_483	5.1e-153	508.8
0000277478	K03699_483	8.5e-144	478.4
0000272931	K03699_483	5.2e-128	426.4
0000277612	K03699_483	2.3e-123	411.1
0000279940	K03699_483	3.3e-123	410.6
0000278401	K03699_483	3.2e-117	390.9
0000273638	K03699_483	1.6e-115	385.3
0000273847	K03699_483	2e-114	381.6
0000277984	K03699_483	1.4e-87	293.2
0000277843	K06972_355	5.5e-304	1009.9
0000276374	K06972_355	1.6e-287	955.4
0000272998	K06972_355	5.6e-112	374.4
0000277265	K08587_13	4.1e-12	44.8
0000278462	K10815_8	2.2e-20	71.6
0000271136	K10815_8	7.6e-14	50.0
0000275048	K10815_8	5.6e-13	47.2
0000275049	K10816_8	2.6e-16	58.4
0000271135	K10816_8	3.5e-15	54.6
0000278461	K10816_8	1.1e-13	49.6
0000279122	K11021_124	7.5e-30	102.9
0000271847	K11021_124	5.8e-18	63.5
0000277160	K11021_124	1.3e-16	59.1
0000279360	K11021_124	2e-13	48.6
0000277919	K11060_3	7.8e-24	83.2
0000275742	K11060_3	5.9e-23	80.3
0000272341	K11060_3	6.9e-19	66.9
0000279466	K11060_3	1.8e-13	49.0
0000277281	K11060_3	5.2e-13	47.5
0000274569	K11060_3	1.2e-11	42.9
0000270503	K11062_2	2.9e-18	64.7
0000277919	K11062_2	4.8e-16	57.4
0000271854	K11068_1278_95_625	5e-69	231.1
0000274801	K12340_892	2.5e-156	519.9
0000275887	K12340_892	9.5e-78	261.0
0000278871	K12340_892	4.6e-57	192.8
0000279451	K12340_892	1.1e-56	191.6
0000271189	K01364_14	5.7e-54	182.6
0000274167	PF00246.19	8.9e-20	70.8
0000270658	PF00652.17	1.6e-97	321.5
0000275654	PF00717.18	2.8e-22	77.5
0000272008	PF00717.18	8.7e-20	69.6
0000270888	PF00717.18	3.4e-18	64.4
0000278038	PF00717.18	7.7e-16	56.9
0000274026	PF00717.18	1e-15	56.5
0000270608	PF00717.18	1.5e-15	56.0
0000275846	PF00717.18	2.4e-15	55.3
0000272176	PF00717.18	1.1e-14	53.2
0000273494	PF00717.18	3.9e-14	51.4
