Gene_1	Gene_2	Gene_1_group	Gene_2_group	Identity	end_match	full_length_match
D43_maxbin.046.fasta.contigs_01725	D38_maxbin.013.fasta.contigs_01309	D	AL	81.884	no	no
D43_maxbin.046.fasta.contigs_01789	C-1_maxbin.032.fasta.contigs_00881	D	S	89.296	no	yes
D43_maxbin.046.fasta.contigs_01817	C-1_maxbin.041.fasta.contigs_00881	D	X	85.327	no	yes
D43_maxbin.048.fasta.contigs_00103	D43_maxbin.097.fasta.contigs_02508	BE	AT	83.415	no	no
D43_maxbin.048.fasta.contigs_00639	D43_maxbin.097.fasta.contigs_02067	BE	AT	82.998	no	yes
D43_maxbin.048.fasta.contigs_00762	D38_maxbin.001.fasta.contigs_01257	BE	AG	85.468	no	no
D43_maxbin.048.fasta.contigs_00787	D43_maxbin.095.fasta.contigs_00570	BE	AJ	84.431	no	no
D43_maxbin.048.fasta.contigs_00806	C-1_maxbin.039.fasta_sub.contigs_01045	BE	W	81.14	no	no
D43_maxbin.048.fasta.contigs_00881	D38_maxbin.001.fasta.contigs_00088	BE	AG	88.36	no	no
D43_maxbin.048.fasta.contigs_00913	D43_metabat2.147.fa.contigs_00487	BE	BU	77.895	no	no
D43_maxbin.048.fasta.contigs_01035	D38_maxbin.001.fasta.contigs_00243	BE	AG	83.882	no	yes
D43_maxbin.048.fasta.contigs_01036	D38_maxbin.001.fasta.contigs_00242	BE	AG	86.63	no	yes
D43_maxbin.048.fasta.contigs_01038	D38_maxbin.001.fasta.contigs_00239	BE	AG	86.111	no	yes
D43_maxbin.048.fasta.contigs_01056	C-1_maxbin.016.fasta.contigs_01840	BE	I	77.491	no	no
D43_maxbin.048.fasta.contigs_01057	C-1_maxbin.016.fasta.contigs_01839	BE	I	77.149	no	no
D43_maxbin.048.fasta.contigs_01171	C-1_maxbin.016.fasta.contigs_01842	BE	I	83.097	no	yes
D43_maxbin.048.fasta.contigs_01370	D43_maxbin.097.fasta.contigs_02027	BE	AT	87.442	no	yes
D43_maxbin.049.fasta.contigs_00159	D43_maxbin.107.fasta.contigs_01228	BF	BN	76.674	no	yes
D43_maxbin.049.fasta.contigs_00700	D38_maxbin.001.fasta.contigs_01738	BF	AG	100.0	no	no
D43_maxbin.053.fasta.contigs_00550	C-1_maxbin.016.fasta.contigs_01862	A	I	81.067	no	no
D43_maxbin.053.fasta.contigs_00957	C-1_maxbin.004.fasta.contigs_01971	A	C	80.02	no	no
D43_maxbin.053.fasta.contigs_00958	C-1_maxbin.004.fasta.contigs_01974	A	C	86.772	no	no
D43_maxbin.053.fasta.contigs_01427	C-1_maxbin.038.fasta.contigs_01687	A	V	85.455	no	no
D43_maxbin.053.fasta.contigs_01434	C-1_maxbin.015.fasta.contigs_01139	A	H	80.066	no	no
D43_maxbin.053.fasta.contigs_01761	D43_maxbin.084.fasta.contigs_01091	A	I	86.316	no	no
D43_maxbin.061.fasta.contigs_00151	D38_maxbin.006.fasta.contigs_00687	BE	AJ	78.193	no	no
D43_maxbin.061.fasta.contigs_00426	C-1_maxbin.016.fasta.contigs_01838	BE	I	81.402	no	no
D43_maxbin.061.fasta.contigs_00428	C-1_maxbin.016.fasta.contigs_01840	BE	I	78.892	no	no
D43_maxbin.061.fasta.contigs_00430	D43_maxbin.057.fasta.contigs_02080	BE	BG	76.825	no	no
D43_maxbin.061.fasta.contigs_00631	C-1_maxbin.037.fasta.contigs_02014	BE	U	78.165	no	no
D43_maxbin.061.fasta.contigs_00632	D43_maxbin.100.fasta.contigs_01145	BE	BM	78.941	no	no
D43_maxbin.061.fasta.contigs_00692	D38_maxbin.001.fasta.contigs_00517	BE	AG	81.951	no	no
D43_maxbin.062.fasta.contigs_00012	D43_maxbin.009.fasta.contigs_01640	C	Q	88.889	no	yes
D43_maxbin.062.fasta.contigs_00032	C-1_metabat2.77.fa.contigs_00033	C	D	79.228	no	no
D43_maxbin.062.fasta.contigs_00036	D43_maxbin.065.fasta.contigs_01341	C	BH	78.135	no	no
D43_maxbin.062.fasta.contigs_00692	D43_maxbin.041.fasta.contigs_02186	C	Q	85.161	no	yes
D43_maxbin.062.fasta.contigs_00693	D43_maxbin.009.fasta.contigs_00714	C	Q	81.11	no	yes
D43_maxbin.062.fasta.contigs_00695	D43_maxbin.009.fasta.contigs_00712	C	Q	86.312	no	yes
D43_maxbin.062.fasta.contigs_00971	C-1_maxbin.032.fasta.contigs_02263	C	S	79.498	no	no
D43_maxbin.062.fasta.contigs_01171	C-1_maxbin.032.fasta.contigs_00664	C	S	83.068	no	no
D43_maxbin.062.fasta.contigs_01172	C-1_maxbin.005.fasta.contigs_02499	C	D	84.328	no	no
D43_maxbin.062.fasta.contigs_01175	C-1_maxbin.030.fasta.contigs_00905	C	R	81.579	no	no
D43_maxbin.062.fasta.contigs_01719	D43_maxbin.041.fasta.contigs_02164	C	Q	82.051	no	no
D43_maxbin.062.fasta.contigs_01809	D43_maxbin.018.fasta.contigs_02254	C	D	91.832	no	yes
D43_maxbin.062.fasta.contigs_02351	D43_maxbin.046.fasta.contigs_01492	C	D	81.874	no	no
D43_maxbin.062.fasta.contigs_02352	D43_maxbin.018.fasta.contigs_00432	C	D	83.835	yes	no
D43_maxbin.062.fasta.contigs_02353	C-1_maxbin.033.fasta_sub.contigs_01016	C	D	81.063	no	no
D43_maxbin.062.fasta.contigs_02361	D43_maxbin.018.fasta.contigs_00032	C	D	84.943	no	no
D43_maxbin.062.fasta.contigs_02400	C-1_maxbin.023.fasta.contigs_00458	C	N	100.0	no	yes
D43_maxbin.062.fasta.contigs_02401	C-1_maxbin.023.fasta.contigs_00459	C	N	99.893	no	yes
D43_maxbin.062.fasta.contigs_02448	D43_maxbin.084.fasta.contigs_01521	C	I	80.193	no	no
D43_maxbin.062.fasta.contigs_02959	C-1_maxbin.023.fasta.contigs_00466	C	N	99.628	no	yes
D43_maxbin.062.fasta.contigs_02960	C-1_maxbin.023.fasta.contigs_00467	C	N	99.82	no	yes
D43_maxbin.062.fasta.contigs_02961	C-1_maxbin.023.fasta.contigs_00468	C	N	99.791	no	yes
D43_maxbin.062.fasta.contigs_03057	C-1_maxbin.023.fasta.contigs_00479	C	N	81.673	no	no
D43_maxbin.062.fasta.contigs_03141	D43_maxbin.035.fasta.contigs_00431	C	AZ	79.617	no	no
D43_maxbin.062.fasta.contigs_03174	D38_maxbin.009.fasta.contigs_01468	C	E	91.321	no	yes
D43_maxbin.064.fasta.contigs_00003	C-1_maxbin.015.fasta.contigs_00654	AK	H	99.324	no	yes
D43_maxbin.064.fasta.contigs_00004	C-1_maxbin.015.fasta.contigs_00655	AK	H	97.126	no	yes
D43_maxbin.064.fasta.contigs_00008	C-1_maxbin.015.fasta.contigs_00659	AK	H	99.317	no	yes
D43_maxbin.064.fasta.contigs_00032	D43_maxbin.067.fasta.contigs_00445	AK	O	91.987	no	no
D43_maxbin.064.fasta.contigs_00035	D43_maxbin.067.fasta.contigs_00442	AK	O	90.034	no	no
D43_maxbin.064.fasta.contigs_00036	D43_maxbin.067.fasta.contigs_00441	AK	O	92.446	no	no
D43_maxbin.064.fasta.contigs_00041	D43_maxbin.067.fasta.contigs_00436	AK	O	90.196	no	no
D43_maxbin.064.fasta.contigs_00043	D43_maxbin.067.fasta.contigs_00434	AK	O	91.281	no	no
D43_maxbin.064.fasta.contigs_00057	D43_maxbin.067.fasta.contigs_00695	AK	O	91.781	no	yes
D43_maxbin.064.fasta.contigs_00084	C-1_maxbin.015.fasta.contigs_01551	AK	H	98.284	no	yes
D43_maxbin.064.fasta.contigs_00119	C-1_maxbin.015.fasta.contigs_02006	AK	H	96.831	no	yes
D43_maxbin.064.fasta.contigs_00120	C-1_maxbin.015.fasta.contigs_02005	AK	H	98.821	no	yes
D43_maxbin.064.fasta.contigs_00190	C-1_maxbin.015.fasta.contigs_00139	AK	H	99.162	yes	no
D43_maxbin.064.fasta.contigs_00220	C-1_maxbin.023.fasta.contigs_01162	AK	N	80.348	no	no
D43_maxbin.064.fasta.contigs_00251	C-1_maxbin.015.fasta.contigs_02346	AK	H	99.203	no	yes
D43_maxbin.064.fasta.contigs_00309	D43_maxbin.035.fasta.contigs_01231	AK	AZ	88.37	no	no
D43_maxbin.064.fasta.contigs_00327	D43_maxbin.035.fasta.contigs_01107	AK	AZ	85.778	no	no
D43_maxbin.064.fasta.contigs_00362	C-1_maxbin.015.fasta.contigs_00427	AK	H	98.533	no	yes
D43_maxbin.064.fasta.contigs_00391	C-1_maxbin.015.fasta.contigs_00230	AK	H	87.328	no	no
D43_maxbin.064.fasta.contigs_00396	D43_maxbin.035.fasta.contigs_01066	AK	AZ	81.779	no	no
D43_maxbin.064.fasta.contigs_00400	C-1_maxbin.015.fasta.contigs_01645	AK	H	97.742	no	yes
D43_maxbin.066.fasta.contigs_00143	C-1_maxbin.015.fasta.contigs_01178	AE	H	89.836	no	yes
D43_maxbin.066.fasta.contigs_00161	D43_maxbin.035.fasta.contigs_01153	AE	AZ	86.228	no	no
D43_maxbin.066.fasta.contigs_00354	D43_maxbin.035.fasta.contigs_02448	AE	AZ	87.587	no	no
D43_maxbin.066.fasta.contigs_00355	D43_maxbin.035.fasta.contigs_02447	AE	AZ	86.687	no	no
D43_maxbin.066.fasta.contigs_01346	C-1_maxbin.015.fasta.contigs_02303	AE	H	97.003	no	no
D43_maxbin.067.fasta.contigs_00170	C-1_maxbin.015.fasta.contigs_00777	O	H	98.634	no	yes
D43_maxbin.067.fasta.contigs_00263	C-1_maxbin.015.fasta.contigs_02117	O	H	99.429	no	yes
D43_maxbin.067.fasta.contigs_00264	C-1_maxbin.015.fasta.contigs_02118	O	H	99.531	no	yes
D43_maxbin.067.fasta.contigs_00292	D38_maxbin.011.fasta.contigs_00857	O	AK	90.985	no	no
D43_maxbin.067.fasta.contigs_00373	D43_maxbin.066.fasta.contigs_00338	O	AE	88.909	no	no
D43_maxbin.067.fasta.contigs_00673	D43_maxbin.005.fasta.contigs_01570	O	AO	81.401	no	no
D43_maxbin.067.fasta.contigs_00706	D43_maxbin.007.fasta.contigs_03090	O	AQ	81.242	no	no
D43_maxbin.067.fasta.contigs_00722	C-1_maxbin.015.fasta.contigs_00377	O	H	83.012	no	no
D43_maxbin.067.fasta.contigs_00724	C-1_maxbin.015.fasta.contigs_01736	O	H	98.99	no	yes
D43_maxbin.067.fasta.contigs_00725	C-1_maxbin.015.fasta.contigs_01735	O	H	98.81	no	yes
D43_maxbin.067.fasta.contigs_00808	D43_maxbin.066.fasta.contigs_01121	O	AE	93.19	no	yes
D43_maxbin.067.fasta.contigs_00809	D43_maxbin.066.fasta.contigs_01120	O	AE	93.438	no	yes
D43_maxbin.067.fasta.contigs_00819	D43_maxbin.085.fasta.contigs_02030	O	BL	79.2	no	no
D43_maxbin.067.fasta.contigs_00885	C-1_maxbin.015.fasta.contigs_01895	O	H	99.495	no	no
D43_maxbin.067.fasta.contigs_01101	D38_maxbin.013.fasta.contigs_02580	O	AL	84.88	no	no
D43_maxbin.072.fasta.contigs_00067	D43_maxbin.038.fasta.contigs_00491	Y	BA	90.82	no	no
D43_maxbin.072.fasta.contigs_00614	D43_metabat2.80.fa.contigs_00546	Y	BX	76.279	no	no
D43_maxbin.072.fasta.contigs_00969	D43_maxbin.086.fasta.contigs_01717	Y	M	85.62	no	no
D43_maxbin.072.fasta.contigs_01597	C-1_maxbin.022.fasta.contigs_00794	Y	M	82.609	no	no
D43_maxbin.072.fasta.contigs_01620	D43_maxbin.043.fasta.contigs_00551	Y	BB	74.801	no	no
D43_maxbin.072.fasta.contigs_02160	D43_maxbin.086.fasta.contigs_00728	Y	M	86.559	no	no
D43_maxbin.075.fasta.contigs_00453	D43_maxbin.007.fasta.contigs_02444	BF	AQ	85.366	no	no
D43_maxbin.075.fasta.contigs_01470	D43_maxbin.029.fasta.contigs_00791	BF	AJ	93.764	no	no
D43_maxbin.075.fasta.contigs_01563	D43_maxbin.145.fasta.contigs_01607	BF	BQ	91.057	no	no
D43_maxbin.075.fasta.contigs_01635	C-1_maxbin.037.fasta.contigs_00548	BF	U	97.544	no	no
D43_maxbin.084.fasta.contigs_00021	D43_maxbin.065.fasta.contigs_01965	I	BH	82.143	no	no
D43_maxbin.084.fasta.contigs_00102	C-1_maxbin.026.fasta_sub.contigs_00580	I	Q	81.333	no	no
D43_maxbin.084.fasta.contigs_00104	C-1_maxbin.033.fasta_sub.contigs_00999	I	D	80.662	no	no
D43_maxbin.084.fasta.contigs_00238	C-1_maxbin.015.fasta.contigs_01717	I	H	78.174	no	no
D43_maxbin.084.fasta.contigs_00673	D43_maxbin.047.fasta.contigs_00897	I	BD	81.818	no	no
D43_maxbin.084.fasta.contigs_00812	D43_maxbin.034.fasta.contigs_00643	I	A	81.798	no	yes
D43_maxbin.084.fasta.contigs_01566	D43_maxbin.062.fasta.contigs_00968	I	C	82.836	no	no
D43_maxbin.084.fasta.contigs_01567	D43_maxbin.041.fasta.contigs_01832	I	Q	81.25	no	no
D43_maxbin.084.fasta.contigs_01795	C-1_maxbin.005.fasta.contigs_03129	I	D	94.588	no	yes
D43_maxbin.084.fasta.contigs_01868	C-1_maxbin.023.fasta.contigs_00205	I	N	91.429	no	no
D43_maxbin.084.fasta.contigs_02034	C-1_metabat2.43.fa.contigs_00362	I	AD	85.714	no	no
D43_maxbin.084.fasta.contigs_02494	C-1_maxbin.005.fasta.contigs_03129	I	D	93.882	no	no
D43_maxbin.084.fasta.contigs_02997	C-1_maxbin.015.fasta.contigs_02334	I	H	77.874	no	no
D43_maxbin.086.fasta.contigs_01344	D43_maxbin.038.fasta.contigs_00490	M	BA	76.874	no	no
D43_maxbin.086.fasta.contigs_01502	C-1_maxbin.046.fasta.contigs_00475	M	Y	88.148	no	no
D43_maxbin.086.fasta.contigs_01769	D43_maxbin.072.fasta.contigs_00231	M	Y	83.077	no	no
D43_maxbin.095.fasta.contigs_00162	C-1_maxbin.037.fasta.contigs_02386	AJ	U	80.841	no	no
D43_maxbin.095.fasta.contigs_00791	D38_maxbin.001.fasta.contigs_00011	AJ	AG	80.26	no	no
D43_maxbin.095.fasta.contigs_00792	D38_maxbin.001.fasta.contigs_00010	AJ	AG	79.1	no	no
D43_maxbin.095.fasta.contigs_00793	D43_maxbin.032.fasta.contigs_01499	AJ	AX	76.923	no	no
D43_maxbin.095.fasta.contigs_01022	D43_maxbin.048.fasta.contigs_00775	AJ	BE	77.556	no	no
D43_maxbin.095.fasta.contigs_01401	D43_maxbin.035.fasta.contigs_01918	AJ	AZ	73.152	no	no
D43_maxbin.095.fasta.contigs_01990	D38_maxbin.001.fasta.contigs_01337	AJ	AG	90.196	no	yes
D43_maxbin.097.fasta.contigs_00043	D38_maxbin.001.fasta.contigs_01326	AT	AG	96.443	no	yes
D43_maxbin.097.fasta.contigs_00211	D43_maxbin.048.fasta.contigs_00491	AT	BE	87.415	no	no
D43_maxbin.097.fasta.contigs_00230	D38_maxbin.001.fasta.contigs_01328	AT	AG	88.722	no	yes
D43_maxbin.097.fasta.contigs_00283	D43_maxbin.048.fasta.contigs_00390	AT	BE	85.263	no	no
D43_maxbin.097.fasta.contigs_00284	D43_maxbin.048.fasta.contigs_00389	AT	BE	85.53	no	no
D43_maxbin.097.fasta.contigs_00863	D43_maxbin.048.fasta.contigs_00288	AT	BE	83.073	no	no
D43_maxbin.097.fasta.contigs_00870	D43_maxbin.048.fasta.contigs_00780	AT	BE	83.642	no	no
D43_maxbin.097.fasta.contigs_00875	D43_maxbin.048.fasta.contigs_00776	AT	BE	84.04	no	no
D43_maxbin.097.fasta.contigs_01001	D43_maxbin.048.fasta.contigs_01372	AT	BE	86.721	no	no
D43_maxbin.097.fasta.contigs_01002	D38_maxbin.001.fasta.contigs_00516	AT	AG	86.364	no	no
D43_maxbin.097.fasta.contigs_01399	D38_maxbin.001.fasta.contigs_00925	AT	AG	85.684	no	no
D43_maxbin.097.fasta.contigs_01813	D43_maxbin.029.fasta.contigs_00323	AT	AJ	89.121	no	yes
D43_maxbin.097.fasta.contigs_01957	D43_maxbin.048.fasta.contigs_00337	AT	BE	87.047	no	no
D43_maxbin.097.fasta.contigs_02029	D43_maxbin.048.fasta.contigs_01372	AT	BE	89.256	no	yes
D43_maxbin.097.fasta.contigs_02161	D43_metabat2.147.fa.contigs_00320	AT	BU	76.957	no	no
D43_maxbin.097.fasta.contigs_02226	D43_maxbin.064.fasta.contigs_00195	AT	AK	77.658	no	no
D43_maxbin.097.fasta.contigs_02298	C-1_maxbin.051.fasta.contigs_00420	AT	AA	78.641	no	no
D43_maxbin.097.fasta.contigs_02419	D43_maxbin.061.fasta.contigs_00563	AT	BE	83.505	no	no
D43_maxbin.097.fasta.contigs_02420	D43_maxbin.022.fasta.contigs_00384	AT	AG	83.333	yes	no
D43_maxbin.097.fasta.contigs_02485	D43_maxbin.061.fasta.contigs_01216	AT	BE	88.288	no	yes
D43_maxbin.097.fasta.contigs_02507	D38_maxbin.001.fasta.contigs_00069	AT	AG	82.85	no	no
D43_maxbin.097.fasta.contigs_02518	D43_maxbin.048.fasta.contigs_00134	AT	BE	84.347	no	no
D43_maxbin.097.fasta.contigs_02523	D43_maxbin.048.fasta.contigs_00129	AT	BE	82.72	no	no
D43_maxbin.097.fasta.contigs_02612	D38_maxbin.011.fasta.contigs_02361	AT	AK	77.433	no	no
D43_maxbin.097.fasta.contigs_02841	D43_maxbin.048.fasta.contigs_00367	AT	BE	82.751	no	no
D43_maxbin.097.fasta.contigs_02993	D38_maxbin.001.fasta.contigs_00280	AT	AG	82.061	no	no
D43_maxbin.103.fasta.contigs_00367	D43_maxbin.066.fasta.contigs_00302	V	AE	77.441	no	no
D43_maxbin.120.fasta.contigs_00209	C-1_maxbin.024.fasta.contigs_00951	AQ	O	73.099	no	no
D43_maxbin.120.fasta.contigs_00279	C-1_maxbin.016.fasta.contigs_01531	AQ	I	75.731	no	no
D43_maxbin.120.fasta.contigs_00733	D43_maxbin.035.fasta.contigs_00384	AQ	AZ	84.672	no	no
D43_maxbin.120.fasta.contigs_00743	D43_metabat2.151.fa.contigs_00191	AQ	BV	87.018	no	no
D43_maxbin.120.fasta.contigs_00855	D43_maxbin.065.fasta.contigs_01941	AQ	BH	78.603	no	no
D43_maxbin.120.fasta.contigs_01313	D43_maxbin.062.fasta.contigs_02357	AQ	C	79.794	no	no
D43_maxbin.120.fasta.contigs_01499	C-1_maxbin.041.fasta.contigs_00064	AQ	X	97.222	yes	no
D43_maxbin.120.fasta.contigs_02297	D43_maxbin.041.fasta.contigs_00079	AQ	Q	80.068	no	no
D43_maxbin.120.fasta.contigs_02328	C-1_metabat2.79.fa.contigs_00563	AQ	AF	79.338	no	no
D43_maxbin.120.fasta.contigs_02444	D43_maxbin.025.fasta.contigs_03523	AQ	AU	80.984	no	no
D43_maxbin.120.fasta.contigs_02594	C-1_metabat2.104.fa.contigs_00146	AQ	AC	85.135	yes	no
D43_maxbin.120.fasta.contigs_02777	D43_maxbin.046.fasta.contigs_01129	AQ	D	79.592	no	no
D43_maxbin.120.fasta.contigs_02848	C-1_metabat2.104.fa.contigs_00134	AQ	AC	99.638	no	yes
D43_maxbin.120.fasta.contigs_03027	C-1_maxbin.033.fasta_sub.contigs_00913	AQ	D	78.036	no	no
D43_maxbin.120.fasta.contigs_03048	C-1_metabat2.104.fa.contigs_00148	AQ	AC	81.223	no	no
D43_maxbin.120.fasta.contigs_03049	D38_maxbin.012.fasta.contigs_00248	AQ	F	90.208	no	no
D43_maxbin.120.fasta.contigs_03100	C-1_maxbin.041.fasta.contigs_00065	AQ	X	99.209	no	yes
D43_maxbin.120.fasta.contigs_03275	C-1_maxbin.030.fasta.contigs_04624	AQ	R	99.608	no	no
D43_maxbin.120.fasta.contigs_03277	D43_maxbin.047.fasta.contigs_02359	AQ	BD	80.778	no	no
D43_maxbin.120.fasta.contigs_03320	C-1_metabat2.104.fa.contigs_00454	AQ	AC	97.8	no	yes
D43_maxbin.120.fasta.contigs_03412	C-1_maxbin.015.fasta.contigs_01281	AQ	H	88.766	no	no
D43_maxbin.120.fasta.contigs_03446	D43_maxbin.025.fasta.contigs_01208	AQ	AU	82.464	no	no
D43_maxbin.120.fasta.contigs_03865	D43_maxbin.025.fasta.contigs_00837	AQ	AU	84.615	no	no
D43_maxbin.120.fasta.contigs_04205	C-1_metabat2.79.fa.contigs_00396	AQ	AF	78.297	no	no
D43_maxbin.120.fasta.contigs_04305	D43_maxbin.161.fasta.contigs_01658	AQ	BS	78.547	no	no
D43_maxbin.120.fasta.contigs_04386	D43_maxbin.009.fasta.contigs_02580	AQ	Q	80.978	no	no
D43_metabat2.10.fa.contigs_00018	D43_metabat2.114.fa.contigs_00006	F	BT	89.247	no	no
D43_metabat2.10.fa.contigs_00111	D43_maxbin.026.fasta.contigs_00442	F	AV	84.746	no	no
D43_metabat2.10.fa.contigs_00115	D43_maxbin.026.fasta.contigs_02151	F	AV	85.761	no	no
D43_metabat2.10.fa.contigs_00138	D43_maxbin.026.fasta.contigs_00807	F	AV	81.989	no	no
D43_metabat2.10.fa.contigs_00212	D43_maxbin.026.fasta.contigs_00148	F	AV	89.015	no	no
D43_metabat2.10.fa.contigs_00379	D43_maxbin.007.fasta.contigs_00736	F	AQ	72.011	no	no
D43_metabat2.10.fa.contigs_00410	D43_maxbin.038.fasta.contigs_00272	F	BA	95.238	no	no
D43_metabat2.10.fa.contigs_00487	D43_metabat2.114.fa.contigs_01063	F	BT	85.407	no	no
D43_metabat2.10.fa.contigs_00852	D43_maxbin.026.fasta.contigs_01161	F	AV	85.321	no	no
D43_metabat2.10.fa.contigs_00870	D43_metabat2.114.fa.contigs_00202	F	BT	86.517	no	no
D43_metabat2.10.fa.contigs_01170	D43_maxbin.038.fasta.contigs_01685	F	BA	83.467	no	no
D43_metabat2.10.fa.contigs_01262	D43_metabat2.114.fa.contigs_00694	F	BT	86.852	no	no
D43_metabat2.112.fa.contigs_00027	D43_metabat2.114.fa.contigs_00103	F	BT	84.247	no	no
D43_metabat2.112.fa.contigs_00075	D43_maxbin.026.fasta.contigs_01613	F	AV	86.762	no	yes
D43_metabat2.112.fa.contigs_00104	D43_maxbin.026.fasta.contigs_01596	F	AV	82.472	no	no
D43_metabat2.112.fa.contigs_00134	D43_maxbin.038.fasta.contigs_01333	F	BA	80.195	no	no
D43_metabat2.112.fa.contigs_00135	D43_maxbin.026.fasta.contigs_00401	F	AV	90.31	no	no
D43_metabat2.112.fa.contigs_00136	D43_maxbin.026.fasta.contigs_00402	F	AV	86.758	no	no
D43_metabat2.112.fa.contigs_00137	D43_maxbin.038.fasta.contigs_01337	F	BA	84.739	no	no
D43_metabat2.112.fa.contigs_00255	D43_maxbin.026.fasta.contigs_01642	F	AV	87.828	no	no
D43_metabat2.112.fa.contigs_00257	D43_metabat2.114.fa.contigs_00899	F	BT	90.646	no	no
D43_metabat2.112.fa.contigs_00258	D43_metabat2.114.fa.contigs_00900	F	BT	92.415	no	no
D43_metabat2.112.fa.contigs_00260	D43_maxbin.026.fasta.contigs_00781	F	AV	82.545	no	no
D43_metabat2.112.fa.contigs_00264	D43_metabat2.114.fa.contigs_00249	F	BT	84.94	no	no
D43_metabat2.112.fa.contigs_00381	D43_maxbin.026.fasta.contigs_01381	F	AV	83.019	no	no
D43_metabat2.112.fa.contigs_00480	D43_metabat2.114.fa.contigs_01233	F	BT	83.562	no	yes
D43_metabat2.112.fa.contigs_00521	D43_maxbin.026.fasta.contigs_02149	F	AV	92.421	no	yes
D43_metabat2.112.fa.contigs_00524	D43_maxbin.026.fasta.contigs_02146	F	AV	85.64	no	yes
D43_metabat2.112.fa.contigs_00554	D43_metabat2.114.fa.contigs_01159	F	BT	88.318	no	no
D43_metabat2.112.fa.contigs_00580	D43_maxbin.026.fasta.contigs_00658	F	AV	81.845	no	no
D43_metabat2.112.fa.contigs_00584	D43_maxbin.026.fasta.contigs_00014	F	AV	85.673	no	no
D43_metabat2.112.fa.contigs_00726	D43_maxbin.038.fasta.contigs_01128	F	BA	77.883	no	no
D43_metabat2.112.fa.contigs_00743	D43_metabat2.114.fa.contigs_01018	F	BT	83.23	no	no
D43_metabat2.150.fa_sub.contigs_00027	C-1_maxbin.046.fasta.contigs_00480	BA	Y	99.435	yes	no
D43_metabat2.150.fa_sub.contigs_00179	D43_maxbin.071.fasta.contigs_00011	BA	BJ	91.525	no	no
D43_metabat2.150.fa_sub.contigs_00186	C-1_maxbin.046.fasta.contigs_01437	BA	Y	94.386	yes	no
D43_metabat2.150.fa_sub.contigs_00234	D43_maxbin.081.fasta_sub.contigs_00915	BA	BK	86.207	no	no
D43_metabat2.150.fa_sub.contigs_00441	D43_maxbin.081.fasta_sub.contigs_00503	BA	BK	84.634	no	no
D43_metabat2.150.fa_sub.contigs_00465	D43_maxbin.143.fasta.contigs_00170	BA	BP	95.556	no	no
D43_metabat2.150.fa_sub.contigs_00566	D43_maxbin.081.fasta_sub.contigs_00614	BA	BK	82.051	no	no
D43_metabat2.150.fa_sub.contigs_00614	D43_maxbin.143.fasta.contigs_00404	BA	BP	87.64	no	yes
D43_metabat2.150.fa_sub.contigs_00617	D43_maxbin.143.fasta.contigs_00401	BA	BP	87.896	no	yes
D43_metabat2.150.fa_sub.contigs_00625	D43_maxbin.143.fasta.contigs_00415	BA	BP	88.073	no	yes
D43_metabat2.150.fa_sub.contigs_00628	D43_maxbin.143.fasta.contigs_00833	BA	BP	91.667	no	yes
D43_metabat2.150.fa_sub.contigs_00653	D43_maxbin.071.fasta.contigs_01453	BA	BJ	85.587	no	no
D43_metabat2.150.fa_sub.contigs_00655	C-1_maxbin.046.fasta.contigs_00259	BA	Y	82.576	no	no
D43_metabat2.150.fa_sub.contigs_00672	D43_maxbin.143.fasta.contigs_00181	BA	BP	96.296	no	no
D43_metabat2.150.fa_sub.contigs_00851	D43_maxbin.081.fasta_sub.contigs_00052	BA	BK	85.915	no	yes
D43_metabat2.150.fa_sub.contigs_00852	D43_maxbin.081.fasta_sub.contigs_00053	BA	BK	87.469	no	yes
D43_maxbin.009.fasta.contigs_00828	C-1_maxbin.033.fasta_sub.contigs_01442	Q	D	96.797	yes	no
D43_maxbin.018.fasta.contigs_00951	D43_maxbin.009.fasta.contigs_02169	D	Q	87.572	yes	no
D43_maxbin.021.fasta.contigs_00783	D38_maxbin.001.fasta.contigs_01619	AT	AG	100.0	yes	no
D43_maxbin.041.fasta.contigs_00407	D43_maxbin.007.fasta.contigs_01435	Q	AQ	85.279	no	no
D43_maxbin.041.fasta.contigs_01478	D43_maxbin.007.fasta.contigs_01365	Q	AQ	90.862	no	no
D43_maxbin.041.fasta.contigs_01479	D43_maxbin.007.fasta.contigs_01366	Q	AQ	88.622	no	no
D43_maxbin.041.fasta.contigs_01852	D43_maxbin.018.fasta.contigs_00231	Q	D	80.108	no	no
D43_maxbin.041.fasta.contigs_01856	D43_maxbin.018.fasta.contigs_00235	Q	D	80.98	no	no
D43_maxbin.041.fasta.contigs_01871	D43_maxbin.018.fasta.contigs_00250	Q	D	80.119	no	no
D43_maxbin.041.fasta.contigs_01872	D43_maxbin.018.fasta.contigs_00251	Q	D	90.0	no	no
D43_maxbin.061.fasta.contigs_00850	D43_maxbin.021.fasta.contigs_00892	BE	AT	82.555	no	no
D43_maxbin.062.fasta.contigs_02362	D43_maxbin.018.fasta.contigs_00031	C	D	83.267	no	no
D43_maxbin.064.fasta.contigs_00257	C-1_maxbin.024.fasta.contigs_01588	AK	O	99.735	no	yes
D43_maxbin.067.fasta.contigs_00601	D38_maxbin.008.fasta.contigs_02294	O	AK	92.651	no	no
